City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,rawson,-43.3002,-65.1023,32.27,16,21,5.48,AR,-10800
382,kaeo,-35.1,173.7833,14.62,82,91,5.67,NZ,46800
383,llangefni,53.2556,-4.3106,12.63,76,40,13.38,GB,0
384,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,52,40,2.06,BR,-14400
385,vila velha,-20.3297,-40.2925,24.97,65,20,8.23,BR,-10800
386,belmopan,17.25,-88.7667,31.21,51,94,2.26,BZ,-21600
387,ligayan,4.6533,119.4706,28.42,75,60,3.24,PH,28800
388,tabou,4.423,-7.3528,26.29,82,90,2.32,CI,0
389,nattarasankottai,9.8667,78.5667,23.82,89,99,3.88,IN,19800
390,port hedland,-20.3167,118.5667,23.03,78,47,6.17,AU,28800
391,cockburn town,21.4612,-71.1419,24.98,73,40,4.12,TC,-18000
392,ivanovka,42.8878,75.085,10.26,72,100,0.61,KG,21600
393,comodoro rivadavia,-45.8667,-67.5,26.92,21,0,8.75,AR,-10800
394,sinnamary,5.3833,-52.95,28.29,76,53,3.08,GF,-10800
395,kasama,-10.2129,31.1808,23.06,53,94,2.62,ZM,7200
396,iquique,-20.2208,-70.1431,19.02,63,2,3.05,CL,-10800
397,toyooka,35.5333,134.8333,9.41,78,57,1.6,JP,32400
398,dunedin,-45.8742,170.5036,8.55,84,6,2.56,NZ,46800
399,salinopolis,-0.6136,-47.3561,28.8,64,32,3.5,BR,-10800
400,chifeng,42.2683,118.9636,2.2,38,1,2.43,CN,28800
401,karratha,-20.7377,116.8463,21.44,59,43,7.85,AU,28800
402,meiganga,6.5167,14.3,20.96,54,100,2.02,CM,3600
403,sandur,15.1,76.55,22.19,76,74,2.91,IN,19800
404,shihezi,44.3,86.0333,8.92,46,100,0.9,CN,28800
405,kem,64.9555,34.5793,2.06,90,100,6.05,RU,10800
406,arman,59.7,150.1667,-4.99,74,100,5.46,RU,39600
407,santa cruz,-17.8,-63.1667,33.03,27,20,2.06,BO,-14400
408,rajpur,22.3,74.35,24.43,38,20,1.44,IN,19800
409,severo-yeniseyskiy,60.3725,93.0408,-6.27,95,100,1.25,RU,25200
410,ahlat,38.7518,42.4814,7.11,50,4,2.03,TR,10800
411,lazaro cardenas,17.9583,-102.2,29.87,64,39,1.67,MX,-21600
412,shimanovsk,52.0,127.7,-7.96,88,10,1.81,RU,32400
413,northam,51.0333,-4.2167,10.9,93,96,11.27,GB,0
414,alcantara,-2.4089,-44.4147,26.11,68,61,1.24,BR,-10800
415,dongsheng,39.8161,109.9776,0.57,38,0,2.67,CN,28800
416,haines junction,60.7522,-137.5108,-14.03,61,34,1.54,CA,-25200
417,pathein,16.7833,94.7333,23.07,85,0,2.08,MM,23400
418,batagay-alyta,67.8006,130.4114,-19.35,89,100,1.28,RU,32400
419,itoman,26.1247,127.6694,23.01,73,100,7.2,JP,32400
420,maryborough,-25.5333,152.7,15.15,85,4,2.08,AU,36000
421,derzhavinsk,51.1,66.3167,-2.9,77,57,2.77,KZ,21600
422,codrington,-38.2667,141.9667,11.31,86,3,2.6,AU,39600
423,pisco,-13.7,-76.2167,20.57,72,0,4.63,PE,-18000
424,dzilam gonzalez,21.2833,-88.9333,30.97,43,54,1.98,MX,-21600
425,araouane,18.9048,-3.5265,28.98,13,0,3.87,ML,0
426,tabory,58.5198,64.5495,-9.55,97,65,1.72,RU,18000
427,pevek,69.7008,170.3133,-11.56,87,61,4.98,RU,43200
428,hayden,47.766,-116.7866,4.13,73,0,4.63,US,-28800
429,luis gil perez,17.8667,-93.05,29.39,73,94,2.31,MX,-21600
430,bagdarin,54.4333,113.6,-9.38,84,69,1.57,RU,28800
431,umm kaddadah,13.6017,26.6876,28.4,18,12,4.86,SD,7200
432,puerto escondido,15.85,-97.0667,29.46,61,20,2.57,MX,-21600
433,kodinsk,58.6881,99.1844,-3.89,98,100,1.33,RU,25200
434,poso,-1.3959,120.7524,25.45,84,97,1.81,ID,28800
435,alofi,-19.0595,-169.9187,21.94,88,15,3.09,NU,-39600
436,surovikino,48.6078,42.8486,4.32,70,100,3.31,RU,10800
437,black river,18.0264,-77.8487,28.91,56,0,2.63,JM,-18000
438,pechenga,69.5259,31.1703,0.37,96,100,5.28,RU,10800
439,mattawa,46.7379,-119.9028,7.79,86,100,6.71,US,-28800
440,ulaangom,49.9811,92.0667,-3.3,88,99,0.88,MN,25200
441,lumeje,-11.55,20.7833,20.55,86,52,1.85,AO,3600
442,thinadhoo,0.5333,72.9333,27.64,76,26,4.8,MV,18000
443,scarborough,54.2797,-0.4044,9.95,92,100,4.47,GB,0
444,nigel,-26.4314,28.4771,22.99,54,87,1.99,ZA,7200
445,boffa,10.1667,-14.0333,28.08,73,28,3.15,GN,0
446,kropotkin,45.4375,40.5756,4.83,68,5,6.87,RU,10800
447,toma,12.7667,-2.8833,30.22,22,1,3.28,BF,0
448,hun,29.1268,15.9477,18.59,26,0,3.87,LY,7200
449,parral,26.9333,-105.6667,22.01,20,0,1.29,MX,-25200
450,magadan,59.5667,150.8,-5.26,74,100,6.28,RU,39600
451,victoria,22.2855,114.1577,20.69,94,93,2.68,HK,28800
452,maniitsoq,65.4167,-52.9,-6.42,57,1,2.98,GL,-10800
453,fortuna,40.5982,-124.1573,11.86,87,100,5.66,US,-28800
454,teguise,29.0605,-13.564,21.12,78,20,6.69,ES,0
455,natal,-5.795,-35.2094,30.36,65,40,8.75,BR,-10800
456,waingapu,-9.6567,120.2641,26.88,80,79,1.21,ID,28800
457,ajdabiya,30.7554,20.2263,21.05,66,23,7.95,LY,7200
458,tawang,27.5833,91.8667,2.7,65,2,2.71,IN,19800
459,sovetskiy,61.3614,63.5842,-6.0,96,72,1.76,RU,18000
460,marquette,46.5333,-87.6335,9.9,75,92,5.81,US,-18000
461,mtwara,-10.2667,40.1833,24.98,80,10,5.09,TZ,10800
462,padang,-0.9492,100.3543,24.03,88,100,1.21,ID,25200
463,laguna,38.421,-121.4238,15.59,65,100,5.14,US,-28800
464,nortelandia,-14.4547,-56.8028,35.86,24,0,0.97,BR,-14400
465,buala,-8.145,159.5921,26.01,82,89,1.41,SB,39600
466,ribeira grande,38.5167,-28.7,19.32,77,40,6.17,PT,-3600
467,chulman,56.8479,124.9104,-8.54,93,100,3.77,RU,32400
468,marsa matruh,31.3525,27.2453,22.78,42,0,5.35,EG,7200
469,spring hill,28.4769,-82.5255,32.25,61,40,3.6,US,-18000
470,kampot,10.6167,104.1833,25.03,83,70,1.1,KH,25200
471,kozhanka,49.9793,29.7381,6.96,73,100,4.62,UA,7200
472,anadyr,64.75,177.4833,-2.72,86,0,1.0,RU,43200
473,tevaitoa,-16.7833,-151.5,25.79,82,100,9.73,PF,-36000
474,gashua,12.871,11.0482,27.43,14,100,3.52,NG,3600
475,ust-kuyga,70.0167,135.6,-16.23,97,100,3.05,RU,36000
476,polyarnyy,69.1989,33.4478,-0.37,95,100,6.52,RU,10800
477,kieta,-6.2167,155.6333,25.19,86,100,1.99,PG,39600
478,pochutla,15.7432,-96.4661,32.9,64,56,2.74,MX,-21600
479,fairbanks,64.8378,-147.7164,-16.71,76,0,2.06,US,-32400
480,kashi,39.4547,75.9797,9.56,71,81,2.0,CN,28800
481,mahibadhoo,3.7833,72.9667,27.7,76,63,5.02,MV,18000
482,vanimo,-2.6741,141.3028,25.41,88,100,0.3,PG,36000
483,formosa,-26.1775,-58.1781,29.99,32,20,3.6,AR,-10800
484,balotra,25.8333,72.2333,27.26,27,98,3.38,IN,19800
485,calvia,39.5657,2.5062,20.26,74,33,4.32,ES,3600
486,ferzikovo,54.5191,36.7567,0.8,84,100,4.15,RU,10800
487,curaca,-8.9903,-39.9094,28.85,51,100,2.85,BR,-10800
488,chany,55.3121,76.7647,-2.32,92,100,5.07,RU,25200
489,mercedes,-34.6515,-59.4307,27.75,18,46,6.19,AR,-10800
490,dhing,26.4667,92.4667,19.76,82,0,1.88,IN,19800
491,gumdag,39.2061,54.5906,11.24,54,53,6.01,TM,18000
492,sobolevo,54.4299,31.8996,1.5,96,100,4.84,RU,10800
493,awjilah,29.1081,21.2869,20.01,32,0,4.47,LY,7200
494,matara,5.9485,80.5353,24.36,89,91,1.39,LK,19800
495,kashkhatau,43.3185,43.608,1.31,90,100,1.53,RU,10800
496,tefe,-3.3542,-64.7114,34.06,59,20,4.12,BR,-14400
497,petropavlovka,50.6114,105.3196,-2.53,71,26,1.53,RU,28800
498,sakakah,29.9697,40.2064,21.76,37,8,4.43,SA,10800
499,reserva,-24.6503,-50.8506,21.26,35,11,2.36,BR,-10800
500,kargasok,59.0556,80.8572,-4.66,98,94,2.98,RU,25200
501,acapulco,16.8634,-99.8901,29.9,70,0,2.57,MX,-21600
502,nanhai,30.1282,111.7784,15.99,61,0,0.92,CN,28800
503,qasigiannguit,68.8193,-51.1922,-17.23,96,47,2.27,GL,-10800
504,marystown,47.1666,-55.1483,12.47,86,92,2.27,CA,-12600
505,boa vista,2.8197,-60.6733,24.99,88,75,2.57,BR,-14400
506,awbari,26.5921,12.7805,19.22,24,0,4.11,LY,7200
507,umm lajj,25.0213,37.2685,24.82,56,3,4.03,SA,10800
508,araguaina,-7.1911,-48.2072,29.64,57,100,0.85,BR,-10800
509,macusani,-14.0833,-70.4333,7.24,66,38,4.35,PE,-18000
510,marhaura,25.9667,84.8667,21.96,48,8,1.61,IN,19800
511,iranshahr,27.2025,60.6848,23.19,38,0,0.0,IR,12600
512,eirunepe,-6.6603,-69.8736,35.87,22,36,0.94,BR,-18000
513,tura,25.5198,90.2201,18.69,93,0,1.37,IN,19800
514,viedma,-40.8135,-62.9967,31.18,16,95,8.78,AR,-10800
515,yamada,39.4667,141.95,7.35,78,5,2.39,JP,32400
516,shache,38.4167,77.2406,7.68,34,60,0.25,CN,28800
517,mackenzie,55.2999,-123.1698,-12.88,47,20,2.06,CA,-28800
518,harnosand,62.6323,17.9379,6.67,96,92,2.62,SE,3600
519,broome,42.2506,-75.833,23.94,75,100,6.69,US,-18000
520,galle,6.0367,80.217,25.49,82,91,1.22,LK,19800
521,mugur-aksy,50.35,90.5,-7.41,83,95,2.69,RU,25200
522,ibra,22.6906,58.5334,25.16,45,87,3.83,OM,14400
523,beyneu,45.3167,55.2,4.76,69,100,6.18,KZ,18000
524,hervey bay,-25.2986,152.8535,20.09,63,3,5.57,AU,36000
525,batagay,67.6333,134.6333,-20.2,99,100,1.35,RU,36000
526,fare,-16.7,-151.0167,26.13,82,100,9.87,PF,-36000
527,staraya poltavka,50.4772,46.4814,3.72,63,100,2.45,RU,10800
528,mulege,26.8833,-111.9833,25.32,30,0,1.92,MX,-25200
529,songjianghe,42.1859,127.479,0.04,62,99,2.04,CN,28800
530,chara,56.9064,118.2631,-11.6,76,17,1.42,RU,32400
531,lovozero,68.005,35.0117,-1.13,97,100,0.92,RU,10800
532,bilma,18.6853,12.9164,24.46,15,0,3.73,NE,3600
533,te anau,-45.4167,167.7167,4.91,90,19,0.84,NZ,46800
534,saint-augustin,51.226,-58.6502,5.16,92,100,6.61,CA,-14400
535,korinos,40.315,22.5853,16.28,100,100,3.55,GR,7200
536,xichang,27.8964,102.2634,11.07,87,0,0.42,CN,28800
537,cape canaveral,28.4058,-80.6048,28.99,75,40,6.69,US,-18000
538,sfantu gheorghe,45.8667,25.7833,12.18,88,99,2.14,RO,7200
539,ponta delgada,37.7333,-25.6667,19.72,72,40,3.6,PT,-3600
540,bathsheba,13.2167,-59.5167,29.34,74,20,5.14,BB,-14400
541,upala,10.8979,-85.0145,26.2,86,100,0.91,CR,-21600
542,jacareacanga,-6.2222,-57.7528,34.75,38,98,0.71,BR,-10800
543,bagotville,-28.9833,153.4167,13.81,99,45,1.58,AU,39600
544,jalor,25.35,72.6167,26.13,29,100,1.91,IN,19800
545,dubuque,42.4833,-90.8668,12.71,61,75,5.66,US,-21600
546,eucaliptus,-17.5833,-67.5167,19.04,13,0,3.77,BO,-14400
547,hohhot,40.8106,111.6522,-2.84,59,0,2.0,CN,28800
548,pemba,-12.974,40.5178,25.69,81,0,6.05,MZ,7200
549,vilyuysk,63.7553,121.6247,-30.5,100,11,1.22,RU,32400
550,huilong,31.8111,121.655,12.74,73,0,4.08,CN,28800
551,montgomery,39.1501,-77.1997,24.34,80,100,4.63,US,-18000
552,muyezerskiy,63.9333,31.65,1.79,97,100,4.93,RU,10800
553,clearlake,38.9582,-122.6264,14.08,51,42,2.18,US,-28800
554,oksfjord,70.2396,22.3479,4.1,77,99,2.58,NO,3600
555,qaqortoq,60.7167,-46.0333,-0.27,93,100,0.83,GL,-10800
